Age,MonthlyIncome,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male
42.0,3673.0,0,748.0,9.0,2.0,1480.0,1.0,74.0,3.0,1.0,Laboratory Technician,4.0,Single,16458.0,1.0,No,13.0,3.0,3.0,0.0,12.0,3.0,3.0,12.0,9.0,5.0,8.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
44.0,4768.0,0,383.0,1.0,5.0,1481.0,1.0,79.0,3.0,2.0,Sales Executive,3.0,Married,9282.0,7.0,No,12.0,3.0,3.0,1.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
30.0,1274.0,0,990.0,7.0,3.0,1482.0,3.0,64.0,3.0,1.0,Research Scientist,3.0,Divorced,7152.0,1.0,No,13.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,True,False,True
57.0,4900.0,0,405.0,1.0,2.0,1483.0,2.0,93.0,4.0,2.0,Research Scientist,3.0,Married,2721.0,0.0,No,24.0,4.0,1.0,1.0,13.0,2.0,2.0,12.0,9.0,2.0,8.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
49.0,10466.0,0,1490.0,7.0,4.0,1484.0,3.0,35.0,3.0,3.0,Healthcare Representative,2.0,Divorced,20948.0,3.0,No,14.0,3.0,2.0,2.0,29.0,3.0,3.0,8.0,7.0,0.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
34.0,17007.0,0,829.0,15.0,3.0,1485.0,2.0,71.0,3.0,4.0,Research Director,1.0,Divorced,11929.0,7.0,No,14.0,3.0,4.0,2.0,16.0,3.0,2.0,14.0,8.0,6.0,9.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
28.0,2909.0,1,1496.0,1.0,3.0,1486.0,1.0,92.0,3.0,1.0,Sales Representative,3.0,Married,15747.0,3.0,No,15.0,3.0,4.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True
29.0,5765.0,1,115.0,13.0,3.0,1487.0,1.0,51.0,3.0,2.0,Sales Executive,2.0,Single,17485.0,5.0,No,11.0,3.0,1.0,0.0,7.0,4.0,1.0,5.0,3.0,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,True,True,False
34.0,4599.0,1,790.0,24.0,4.0,1489.0,1.0,40.0,2.0,2.0,Sales Executive,2.0,Single,7815.0,0.0,Yes,23.0,4.0,3.0,0.0,16.0,2.0,4.0,15.0,9.0,10.0,10.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
35.0,2404.0,0,660.0,7.0,1.0,1492.0,4.0,76.0,3.0,1.0,Sales Representative,3.0,Married,16192.0,1.0,No,13.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
24.0,3172.0,1,381.0,9.0,3.0,1494.0,2.0,89.0,3.0,1.0,Laboratory Technician,1.0,Single,16998.0,2.0,Yes,11.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
24.0,2033.0,0,830.0,13.0,2.0,1495.0,4.0,78.0,3.0,1.0,Sales Representative,2.0,Married,7103.0,1.0,No,13.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,False,False,False,False,True,False
44.0,10209.0,0,1193.0,2.0,1.0,1496.0,2.0,86.0,3.0,3.0,Manufacturing Director,3.0,Single,19719.0,5.0,Yes,18.0,3.0,2.0,0.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
29.0,8620.0,0,1246.0,19.0,3.0,1497.0,3.0,77.0,2.0,2.0,Sales Executive,3.0,Divorced,23757.0,1.0,No,14.0,3.0,3.0,2.0,10.0,3.0,3.0,10.0,7.0,0.0,4.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
30.0,2064.0,0,330.0,1.0,3.0,1499.0,3.0,46.0,3.0,1.0,Human Resources,3.0,Divorced,15428.0,0.0,No,21.0,4.0,1.0,1.0,6.0,3.0,4.0,5.0,3.0,1.0,3.0,False,False,True,True,False,False,False,True,False,False,False,False,False,True
55.0,4035.0,0,1229.0,4.0,4.0,1501.0,4.0,30.0,3.0,2.0,Healthcare Representative,3.0,Married,16143.0,0.0,Yes,16.0,3.0,2.0,0.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
33.0,3838.0,0,1099.0,4.0,4.0,1502.0,1.0,82.0,2.0,1.0,Laboratory Technician,2.0,Married,8192.0,8.0,No,11.0,3.0,4.0,0.0,8.0,5.0,3.0,5.0,4.0,0.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
47.0,4591.0,0,571.0,14.0,3.0,1503.0,3.0,78.0,3.0,2.0,Sales Executive,3.0,Married,24200.0,3.0,Yes,17.0,3.0,3.0,1.0,11.0,4.0,2.0,5.0,4.0,1.0,2.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
28.0,2561.0,1,289.0,2.0,2.0,1504.0,3.0,38.0,2.0,1.0,Laboratory Technician,1.0,Single,5355.0,7.0,No,11.0,3.0,3.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
28.0,1563.0,0,1423.0,1.0,3.0,1506.0,1.0,72.0,2.0,1.0,Research Scientist,3.0,Divorced,12530.0,1.0,No,14.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
28.0,4898.0,0,467.0,7.0,3.0,1507.0,3.0,55.0,3.0,2.0,Sales Executive,1.0,Single,11827.0,0.0,No,14.0,3.0,4.0,0.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,False,True,False,False,False,True,False,True,False,False,False,False,False,True
49.0,4789.0,0,271.0,3.0,2.0,1509.0,3.0,43.0,2.0,2.0,Laboratory Technician,1.0,Married,23070.0,4.0,No,25.0,4.0,1.0,1.0,10.0,3.0,3.0,3.0,2.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
29.0,3180.0,0,410.0,2.0,1.0,1513.0,4.0,97.0,3.0,1.0,Laboratory Technician,2.0,Married,4668.0,0.0,No,13.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
28.0,6549.0,0,1083.0,29.0,1.0,1514.0,3.0,96.0,1.0,2.0,Manufacturing Director,2.0,Married,3173.0,1.0,No,14.0,3.0,2.0,2.0,8.0,2.0,2.0,8.0,6.0,1.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
33.0,6388.0,0,516.0,8.0,5.0,1515.0,4.0,69.0,3.0,2.0,Healthcare Representative,3.0,Single,22049.0,2.0,Yes,17.0,3.0,1.0,0.0,14.0,6.0,3.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
32.0,11244.0,0,495.0,10.0,3.0,1516.0,3.0,64.0,3.0,3.0,Manager,4.0,Single,21072.0,2.0,No,25.0,4.0,2.0,0.0,10.0,5.0,4.0,5.0,2.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
54.0,16032.0,0,1050.0,11.0,4.0,1520.0,2.0,87.0,3.0,4.0,Manager,4.0,Divorced,24456.0,3.0,No,20.0,4.0,1.0,1.0,26.0,2.0,3.0,14.0,9.0,1.0,12.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
29.0,2362.0,1,224.0,1.0,4.0,1522.0,1.0,100.0,2.0,1.0,Research Scientist,1.0,Single,7568.0,6.0,No,13.0,3.0,3.0,0.0,11.0,2.0,1.0,9.0,7.0,0.0,7.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
44.0,16328.0,0,136.0,28.0,3.0,1523.0,4.0,32.0,3.0,4.0,Research Director,1.0,Married,22074.0,3.0,No,13.0,3.0,3.0,1.0,24.0,1.0,4.0,20.0,6.0,14.0,17.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
39.0,8376.0,0,1089.0,6.0,3.0,1525.0,2.0,32.0,3.0,3.0,Manufacturing Director,2.0,Single,9150.0,4.0,No,18.0,3.0,4.0,0.0,9.0,3.0,3.0,2.0,0.0,2.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
46.0,16606.0,0,228.0,3.0,3.0,1527.0,3.0,51.0,3.0,4.0,Manager,2.0,Married,11380.0,8.0,No,12.0,3.0,4.0,1.0,23.0,2.0,4.0,13.0,12.0,5.0,1.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
35.0,8606.0,0,1029.0,16.0,3.0,1529.0,4.0,91.0,2.0,3.0,Healthcare Representative,2.0,Single,21195.0,1.0,No,19.0,3.0,4.0,0.0,11.0,3.0,1.0,11.0,8.0,3.0,3.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
23.0,2272.0,0,507.0,20.0,1.0,1533.0,1.0,97.0,3.0,2.0,Laboratory Technician,3.0,Single,24812.0,0.0,No,14.0,3.0,2.0,0.0,5.0,2.0,3.0,4.0,3.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
40.0,2018.0,1,676.0,9.0,4.0,1534.0,4.0,86.0,3.0,1.0,Laboratory Technician,1.0,Single,21831.0,3.0,No,14.0,3.0,2.0,0.0,15.0,3.0,1.0,5.0,4.0,1.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
34.0,7083.0,0,971.0,1.0,3.0,1535.0,4.0,64.0,2.0,3.0,Sales Executive,3.0,Married,12288.0,1.0,Yes,14.0,3.0,4.0,0.0,10.0,3.0,3.0,10.0,9.0,8.0,6.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True
31.0,4084.0,1,561.0,3.0,3.0,1537.0,4.0,33.0,3.0,1.0,Research Scientist,3.0,Single,4156.0,1.0,No,12.0,3.0,1.0,0.0,7.0,2.0,1.0,7.0,2.0,7.0,7.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
50.0,14411.0,0,333.0,22.0,5.0,1539.0,3.0,88.0,1.0,4.0,Research Director,4.0,Single,24450.0,1.0,Yes,13.0,3.0,4.0,0.0,32.0,2.0,3.0,32.0,6.0,13.0,9.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
34.0,2308.0,0,1440.0,7.0,2.0,1541.0,2.0,55.0,3.0,1.0,Sales Representative,3.0,Married,4944.0,0.0,Yes,25.0,4.0,2.0,1.0,12.0,4.0,3.0,11.0,10.0,5.0,7.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True
42.0,4841.0,0,1210.0,2.0,3.0,1542.0,3.0,68.0,2.0,1.0,Laboratory Technician,2.0,Married,24052.0,4.0,No,14.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
37.0,4285.0,0,674.0,13.0,3.0,1543.0,1.0,47.0,3.0,2.0,Research Scientist,4.0,Married,3031.0,1.0,No,17.0,3.0,1.0,0.0,10.0,2.0,3.0,10.0,8.0,3.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
29.0,9715.0,0,441.0,8.0,1.0,1544.0,3.0,39.0,1.0,2.0,Healthcare Representative,1.0,Married,7288.0,3.0,No,13.0,3.0,3.0,1.0,9.0,3.0,3.0,7.0,7.0,0.0,7.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
33.0,4320.0,0,575.0,25.0,3.0,1545.0,4.0,44.0,2.0,2.0,Manufacturing Director,2.0,Single,24152.0,1.0,No,13.0,3.0,4.0,0.0,5.0,2.0,3.0,5.0,3.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
45.0,2132.0,0,950.0,28.0,3.0,1546.0,4.0,97.0,3.0,1.0,Research Scientist,4.0,Married,4585.0,4.0,No,20.0,4.0,4.0,1.0,8.0,3.0,3.0,5.0,4.0,0.0,3.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
42.0,10124.0,0,288.0,2.0,3.0,1547.0,4.0,40.0,3.0,3.0,Healthcare Representative,4.0,Married,18611.0,2.0,Yes,14.0,3.0,3.0,1.0,24.0,3.0,1.0,20.0,8.0,13.0,9.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
40.0,5473.0,0,1342.0,9.0,2.0,1548.0,1.0,47.0,3.0,2.0,Sales Executive,1.0,Married,19345.0,0.0,No,12.0,3.0,4.0,0.0,9.0,5.0,4.0,8.0,4.0,7.0,1.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
33.0,5207.0,0,589.0,28.0,4.0,1549.0,2.0,79.0,3.0,2.0,Laboratory Technician,3.0,Married,22949.0,1.0,Yes,12.0,3.0,2.0,1.0,15.0,3.0,3.0,15.0,14.0,5.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
40.0,16437.0,0,898.0,6.0,2.0,1550.0,3.0,38.0,3.0,4.0,Manager,4.0,Single,17381.0,1.0,Yes,21.0,4.0,4.0,0.0,21.0,2.0,3.0,21.0,7.0,7.0,7.0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
24.0,2296.0,0,350.0,21.0,2.0,1551.0,3.0,57.0,2.0,1.0,Laboratory Technician,1.0,Divorced,10036.0,0.0,No,14.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
40.0,4069.0,0,1142.0,8.0,2.0,1552.0,4.0,72.0,3.0,2.0,Healthcare Representative,4.0,Divorced,8841.0,3.0,Yes,18.0,3.0,3.0,0.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
45.0,7441.0,0,538.0,1.0,4.0,1553.0,1.0,66.0,3.0,3.0,Healthcare Representative,2.0,Divorced,20933.0,1.0,No,12.0,3.0,1.0,3.0,10.0,4.0,3.0,10.0,8.0,7.0,7.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
35.0,2430.0,0,1402.0,28.0,4.0,1554.0,2.0,98.0,2.0,1.0,Sales Representative,3.0,Married,26204.0,0.0,No,23.0,4.0,1.0,2.0,6.0,5.0,3.0,5.0,3.0,4.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
32.0,5878.0,0,824.0,5.0,2.0,1555.0,4.0,67.0,2.0,2.0,Research Scientist,2.0,Married,15624.0,3.0,No,12.0,3.0,1.0,1.0,12.0,2.0,3.0,7.0,1.0,2.0,5.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
36.0,2644.0,0,1157.0,2.0,4.0,1556.0,3.0,70.0,3.0,1.0,Sales Representative,4.0,Single,17001.0,3.0,Yes,21.0,4.0,4.0,0.0,7.0,3.0,2.0,3.0,2.0,1.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
48.0,6439.0,0,492.0,16.0,4.0,1557.0,3.0,96.0,3.0,2.0,Sales Executive,3.0,Divorced,13693.0,8.0,No,14.0,3.0,3.0,1.0,18.0,2.0,3.0,8.0,7.0,7.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
29.0,2451.0,0,598.0,9.0,3.0,1558.0,3.0,91.0,4.0,1.0,Research Scientist,3.0,Married,22376.0,6.0,No,18.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
33.0,6392.0,0,1242.0,8.0,4.0,1560.0,1.0,46.0,3.0,2.0,Sales Executive,1.0,Married,10589.0,2.0,No,13.0,3.0,4.0,1.0,8.0,6.0,1.0,2.0,2.0,2.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
30.0,9714.0,1,740.0,1.0,3.0,1562.0,2.0,64.0,2.0,2.0,Sales Executive,1.0,Married,5323.0,1.0,No,11.0,3.0,4.0,1.0,10.0,4.0,3.0,10.0,8.0,6.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
38.0,6077.0,0,888.0,10.0,4.0,1563.0,3.0,71.0,3.0,2.0,Human Resources,3.0,Married,14814.0,3.0,No,11.0,3.0,3.0,0.0,10.0,2.0,3.0,6.0,3.0,1.0,2.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True
35.0,2450.0,0,992.0,1.0,3.0,1564.0,4.0,68.0,2.0,1.0,Laboratory Technician,1.0,Single,21731.0,1.0,No,19.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
30.0,9250.0,0,1288.0,29.0,4.0,1568.0,3.0,33.0,3.0,3.0,Sales Executive,2.0,Married,17799.0,3.0,No,12.0,3.0,2.0,1.0,9.0,3.0,3.0,4.0,2.0,1.0,3.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True
35.0,2074.0,1,104.0,2.0,3.0,1569.0,1.0,69.0,3.0,1.0,Laboratory Technician,1.0,Divorced,26619.0,1.0,Yes,12.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
53.0,10169.0,1,607.0,2.0,5.0,1572.0,3.0,78.0,2.0,3.0,Manufacturing Director,4.0,Married,14618.0,0.0,No,16.0,3.0,2.0,1.0,34.0,4.0,3.0,33.0,7.0,1.0,9.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
38.0,4855.0,1,903.0,2.0,3.0,1573.0,3.0,81.0,3.0,2.0,Manufacturing Director,2.0,Married,7653.0,4.0,No,11.0,3.0,1.0,2.0,7.0,2.0,3.0,5.0,2.0,1.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
32.0,4087.0,0,1200.0,1.0,4.0,1574.0,4.0,62.0,3.0,2.0,Research Scientist,1.0,Married,25174.0,4.0,No,14.0,3.0,2.0,1.0,9.0,3.0,2.0,6.0,5.0,1.0,2.0,True,False,False,False,True,False,False,False,False,False,False,True,False,True
48.0,2367.0,0,1108.0,15.0,4.0,1576.0,3.0,65.0,3.0,1.0,Research Scientist,1.0,Married,16530.0,8.0,No,12.0,3.0,4.0,1.0,10.0,3.0,2.0,8.0,2.0,7.0,6.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
34.0,2972.0,0,479.0,7.0,4.0,1577.0,1.0,35.0,3.0,1.0,Research Scientist,4.0,Single,22061.0,1.0,No,13.0,3.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
55.0,19586.0,0,685.0,26.0,5.0,1578.0,3.0,60.0,2.0,5.0,Manager,4.0,Married,23037.0,1.0,No,21.0,4.0,3.0,1.0,36.0,3.0,3.0,36.0,6.0,2.0,13.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
34.0,5484.0,0,1351.0,1.0,4.0,1580.0,2.0,45.0,3.0,2.0,Research Scientist,4.0,Married,13008.0,9.0,No,17.0,3.0,2.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
26.0,2061.0,0,474.0,3.0,3.0,1581.0,1.0,89.0,3.0,1.0,Research Scientist,4.0,Married,11133.0,1.0,No,21.0,4.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
38.0,9924.0,0,1245.0,14.0,3.0,1582.0,3.0,80.0,3.0,2.0,Sales Executive,2.0,Married,12355.0,0.0,No,11.0,3.0,4.0,1.0,10.0,3.0,3.0,9.0,8.0,7.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
38.0,4198.0,0,437.0,16.0,3.0,1583.0,2.0,90.0,3.0,2.0,Sales Executive,2.0,Single,16379.0,2.0,No,12.0,3.0,2.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
36.0,6815.0,0,884.0,1.0,4.0,1585.0,2.0,73.0,3.0,2.0,Sales Executive,3.0,Single,21447.0,6.0,No,13.0,3.0,1.0,0.0,15.0,5.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
29.0,4723.0,0,1370.0,3.0,1.0,1586.0,2.0,87.0,3.0,1.0,Laboratory Technician,1.0,Single,16213.0,1.0,Yes,18.0,3.0,4.0,0.0,10.0,3.0,3.0,10.0,9.0,1.0,5.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
35.0,6142.0,0,670.0,10.0,4.0,1587.0,1.0,51.0,3.0,2.0,Healthcare Representative,3.0,Single,4223.0,3.0,Yes,16.0,3.0,3.0,0.0,10.0,4.0,3.0,5.0,2.0,0.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
39.0,8237.0,0,1462.0,6.0,3.0,1588.0,4.0,38.0,4.0,3.0,Sales Executive,3.0,Married,4658.0,2.0,No,11.0,3.0,1.0,1.0,11.0,3.0,3.0,7.0,6.0,7.0,6.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
29.0,8853.0,0,995.0,2.0,1.0,1590.0,1.0,87.0,3.0,2.0,Healthcare Representative,4.0,Divorced,24483.0,1.0,No,19.0,3.0,4.0,1.0,6.0,0.0,4.0,6.0,4.0,1.0,3.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
50.0,19331.0,0,264.0,9.0,3.0,1591.0,3.0,59.0,3.0,5.0,Manager,3.0,Married,19519.0,4.0,Yes,16.0,3.0,3.0,1.0,27.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
23.0,2073.0,0,977.0,10.0,3.0,1592.0,4.0,45.0,4.0,1.0,Research Scientist,3.0,Married,12826.0,2.0,No,16.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
36.0,5562.0,0,1302.0,6.0,4.0,1594.0,1.0,80.0,4.0,2.0,Laboratory Technician,1.0,Married,19711.0,3.0,Yes,13.0,3.0,4.0,1.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
42.0,19613.0,0,1059.0,9.0,2.0,1595.0,4.0,93.0,2.0,5.0,Manager,4.0,Single,26362.0,8.0,No,22.0,4.0,4.0,0.0,24.0,2.0,3.0,1.0,0.0,0.0,1.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
35.0,3407.0,0,750.0,28.0,3.0,1596.0,2.0,46.0,4.0,2.0,Laboratory Technician,3.0,Married,25348.0,1.0,No,17.0,3.0,4.0,2.0,10.0,3.0,2.0,10.0,9.0,6.0,8.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
34.0,5063.0,0,653.0,10.0,4.0,1597.0,4.0,92.0,2.0,2.0,Healthcare Representative,3.0,Married,15332.0,1.0,No,14.0,3.0,2.0,1.0,8.0,3.0,2.0,8.0,2.0,7.0,7.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True
40.0,4639.0,0,118.0,14.0,2.0,1598.0,4.0,84.0,3.0,2.0,Sales Executive,1.0,Married,11262.0,1.0,No,15.0,3.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
43.0,4876.0,0,990.0,27.0,3.0,1599.0,4.0,87.0,4.0,1.0,Laboratory Technician,2.0,Divorced,5855.0,5.0,No,12.0,3.0,3.0,1.0,8.0,0.0,3.0,6.0,4.0,0.0,2.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
35.0,2690.0,0,1349.0,7.0,2.0,1601.0,3.0,63.0,2.0,1.0,Laboratory Technician,4.0,Married,7713.0,1.0,No,18.0,3.0,4.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
46.0,17567.0,0,563.0,1.0,4.0,1602.0,4.0,56.0,4.0,4.0,Manager,1.0,Single,3156.0,1.0,No,15.0,3.0,2.0,0.0,27.0,5.0,1.0,26.0,0.0,0.0,12.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
28.0,2408.0,1,329.0,24.0,3.0,1604.0,3.0,51.0,3.0,1.0,Laboratory Technician,2.0,Married,7324.0,1.0,Yes,17.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
22.0,2814.0,0,457.0,26.0,2.0,1605.0,2.0,85.0,2.0,1.0,Research Scientist,3.0,Married,10293.0,1.0,Yes,14.0,3.0,2.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,True,False,False,False,True,False,False,False,False,False,True,False,True,False
50.0,11245.0,0,1234.0,20.0,5.0,1606.0,2.0,41.0,3.0,4.0,Healthcare Representative,3.0,Married,20689.0,2.0,Yes,15.0,3.0,3.0,1.0,32.0,3.0,3.0,30.0,8.0,12.0,13.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
32.0,3312.0,0,634.0,5.0,4.0,1607.0,2.0,35.0,4.0,1.0,Research Scientist,4.0,Married,18783.0,3.0,No,17.0,3.0,4.0,2.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
44.0,19049.0,0,1313.0,7.0,3.0,1608.0,2.0,31.0,3.0,5.0,Research Director,4.0,Divorced,3549.0,0.0,Yes,14.0,3.0,4.0,1.0,23.0,4.0,2.0,22.0,7.0,1.0,10.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
30.0,2141.0,0,241.0,7.0,3.0,1609.0,2.0,48.0,2.0,1.0,Research Scientist,2.0,Married,5348.0,1.0,No,12.0,3.0,2.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
45.0,5769.0,0,1015.0,5.0,5.0,1611.0,3.0,50.0,1.0,2.0,Laboratory Technician,1.0,Single,23447.0,1.0,Yes,14.0,3.0,1.0,0.0,10.0,3.0,3.0,10.0,7.0,1.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
45.0,4385.0,0,336.0,26.0,3.0,1612.0,1.0,52.0,2.0,2.0,Sales Executive,1.0,Married,24162.0,1.0,No,15.0,3.0,1.0,1.0,10.0,2.0,3.0,10.0,7.0,4.0,5.0,True,False,False,False,False,True,False,False,True,False,False,False,False,True
31.0,5332.0,0,715.0,2.0,4.0,1613.0,4.0,54.0,3.0,2.0,Sales Executive,1.0,Single,21602.0,7.0,No,13.0,3.0,4.0,0.0,10.0,3.0,3.0,5.0,2.0,0.0,3.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True
